case,seed,f_value,stat_total,stat_gamma,stat_nu,int_PD,int_IC
1,44,0.8500000000000001,1.1955563127994537,1.1955563127994537,0.0,1.875222917194697e-10,3.2987717369786325e-11
1,44,0.9,1.3361852318048477,1.3361852318048477,0.0,1.985540778066563e-10,2.1977602277405998e-11
1,44,0.9500000000000001,1.4793055057525635,1.4793055057525635,0.0,2.096339105406298e-10,1.0964419013525713e-11
1,44,1.0,1.5938169807195663,1.5938169807195663,0.0,2.20890631431116e-10,0.0
1,74,0.0,0.0,0.0,0.0,0.0,2.1619736068008511e-10
1,74,0.05,0.07218042016029358,0.07218042016029358,0.0,1.078032271452131e-11,2.054275545061155e-10
1,74,0.1,0.1475127637386322,0.1475127637386322,0.0,2.1597402025889084e-11,1.9458858165029163e-10
1,74,0.15000000000000002,0.2228662520647049,0.2228662520647049,0.0,3.239591183460649e-11,1.8378302347001445e-10
1,74,0.2,0.3000972270965576,0.3000972270965576,0.0,4.319548995379744e-11,1.7297596980492064e-10
1,74,0.25,0.3868539035320282,0.3868539035320282,0.0,5.405178738906159e-11,1.6213453782127554e-10
1,74,0.30000000000000004,0.46022044122219086,0.46022044122219086,0.0,6.481388262367385e-11,1.5133889138775658e-10
